From,To,Subject,Body,TransactionID,Payment Date,Class
Spike@DEUTSCHEBANK.com,Sumit@CitiBankHongKong.com,Transaction 221382 has failed!,This is in response to your email stating that my transaction having ID 221382 has failed but no reason was mentioned. Can you please tell me what did I do wrong so that I can create a new one without any errors? Waiting for your reply. Thank you in advance.,221382,20-07-2019,Failed
Morgan@SBI.com,Neha@CitiBankNewYork.com,Request to send details of transaction 275809,I request you to kindly send the status of my transaction with ID : 275809Thanks and regards,275809,30-03-2020,Request
Mike@HSBC.com,Suhail@CitiBankHongKong.com,Required money acquired. Transaction 965552 is in process.,Hello! This is to inform you that I have received the amount you transferred to my account and now it is currently in process.,965552,09-12-2019,Processing
David@HDFC.com,Shubhanshu@CitiBankPune.com,Handling the transaction 572881 after payment.,"Sincere greetings, I am glad to tell you that I have finally been granted the pre-approved amount through transaction 572881 . It is now being processed. I am grateful for your support. Warm regards.",572881,27-04-2020,Processing
Yasmin@DESHAW.com,Sumit@CitiBankLondon.com,Completed transaction no. 662362,I deeply appreciate your quick service as I have received the pre-approved loan amount of INR 035759,662362,17-06-2019,Complete
Angela@BNYMellon.com,Liam@CitiBankHongKong.com,Imploring update on transaction : 276292,I request you to kindly send the status of my transaction with ID : 276292Thanks and regards,276292,09-07-2019,Request
David@HDFC.com,Shai@CitiBankSingapore.com,Send steps to activate online banking,"Hey, Can you please send me the detailed steps that I ought to follow to create a new bank account?",159159,26-02-2019,General
Adam@DEUTSCHEBANK.com,Rishabh@CitiBankPune.com,Incomplete transaction 042379,The transaction 042379 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,42379,25-05-2019,Pending
Archie@JPMorgan.com,Shubhanshu@CitiBankSingapore.com,Transaction 900201 is complete,"To whom it may concern, I have successfully received payment for the transaction 900201 . I am grateful for your cooperation. Thank you so much and regards.",900201,02-04-2019,Complete
Phillip@HSBC.com,Shubhanshu@CitiBankPune.com,Want to block account 204712,"I have heard a lot about your bank and would like to open an account with CitiBank. For that, I would like to know all the documents that are required. Kindly reply with the same and also the further steps to be taken. Eagerly waiting for your reply.",204712,10-07-2019,General
David@DESHAW.com,Liam@CitiBankNewYork.com,Handling the transaction 851917 after payment.,Thank you for transferring the payment to my account yesterday. I appreciate the quick response. I would like to inform you that is is currently in process. Thanks and regards.,851917,07-10-2019,Processing
Angela@BNYMellon.com,Sumit@CitiBankNewYork.com,Why has my transaction 436936 stopped?,"Greetings for the day, I checked my inbox and found your email stating the failure of my transaction. Please help me understand why 436936 has failed, need funds urgently! Patiently waiting for you reply. Thanks a lot.",436936,11-11-2019,Failed
Jacob@HSBC.com,Shaniece@CitiBankNewYork.com,Impetrating details for ID : 342622,Can you please tell me the amount transferred through transaction ID : 342622? Thanks.,342622,13-09-2019,Request
Jacob@JPMorgan.com,Suhail@CitiBankPune.com,Send steps to activate online banking,This is to inform you that I am not able to withdraw money from my account 813254. Please help!,813254,06-09-2019,General
Archie@DESHAW.com,Elena@CitiBankNewYork.com,Transaction 891173 stalled and payment not received.,"Greetings for the day, I checked my inbox and found your email stating the failure of my transaction. Please help me understand why 891173 has failed, need funds urgently! Patiently waiting for you reply. Thanks a lot.",891173,04-12-2018,Failed
Archie@BNYMellon.com,Neha@CitiBankPune.com,Abrupt closure of transaction with ID 071703,I have been your regular client and have followed the procedure for creating a transaction correctly. Still I received an email saying that the transaction has failed. I would like to know the reasoning. My Transaction ID is 071703 Regards.,71703,24-10-2019,Failed
David@SBI.com,Anthony@CitiBankNewYork.com,Partial payment for transaction 547345,I regret to inform you the I could only pay the partial amount of INR 529884 I will definitely pay the remaining amount as soon as possible.Thank you for understanding. Regards,547345,29-10-2019,Pending
Jacob@SBI.com,Neha@CitiBankPune.com,Finalized transaction of ID : 818484,Hello! Sincere greetings for the day. I would like to inform you that my transaction 818484 has completed. Thank you so much for your support. Looking forward to working more with you in the future. Regards,818484,06-01-2019,Complete
Mike@JPMorgan.com,Rishabh@CitiBankLondon.com,Urgent : Transaction 148283 ceased.,"Greetings for the day, I checked my inbox and found your email stating the failure of my transaction. Please help me understand why 148283 has failed, need funds urgently! Patiently waiting for you reply. Thanks a lot.",148283,11-11-2019,Failed
Jacob@HSBC.com,Patrick@CitiBankHongKong.com,Sorted out the transaction with ID : 478220,Hello! Sincere greetings for the day. I would like to inform you that my transaction 478220 has completed. Thank you so much for your support. Looking forward to working more with you in the future. Regards,478220,23-12-2018,Complete
Angela@DESHAW.com,Patrick@CitiBankSingapore.com,Payment outstanding for transaction 399192,"Since my transaction 399192 is still pending, I wanted to know if there is a problem with the paperwork from my side. Please let me know at the earliest. Thanks and regards.",399192,17-10-2019,Pending
Archie@HSBC.com,Isabella@CitiBankSingapore.com,Concluded the transaction 640579,"To whom it may concern, I have successfully received payment for the transaction 640579 . I am grateful for your cooperation. Thank you so much and regards.",640579,16-01-2020,Complete
Yasmin@JPMorgan.com,Dipesh@CitiBankSingapore.com,Urgently required update on transaction 248351,Urgently require details of acc 248351 reply asap,248351,11-12-2018,Request
Stacy@JPMorgan.com,Shubhanshu@CitiBankHongKong.com,Sorted out the transaction with ID : 204362,Greetings! I wanted to let you know that I have acknowledged the payment for transaction 204362 in response to your email which confirmed the finalized status of my transaction. Thanks and regards.,204362,13-08-2019,Complete
Spike@JPMorgan.com,Suhail@CitiBankLondon.com,Payment received for transaction : 593192 and now processing.,Acknowledging the received payment for transaction 593192 . It is finally in process. Kind regards.,593192,13-12-2019,Processing
Stefanie@JPMorgan.com,Anthony@CitiBankHongKong.com,Processing transaction having ID : 791451,Hello! This is to inform you that I have received the amount you transferred to my account and now it is currently in process.,791451,06-03-2020,Processing
Jacob@JPMorgan.com,Patrick@CitiBankHongKong.com,Why has my transaction 101880 stopped?,"Greetings for the day, I checked my inbox and found your email stating the failure of my transaction. Please help me understand why 101880 has failed, need funds urgently! Patiently waiting for you reply. Thanks a lot.",101880,04-03-2019,Failed
Yasmin@BNYMellon.com,Neha@CitiBankSingapore.com,Seeking update on the status of transaction 638648,I request you to kindly send the status of my transaction with ID : 638648Thanks and regards,638648,03-01-2020,Request
Angela@HDFC.com,Shai@CitiBankSingapore.com,Transaction 692322 stalled and payment not received.,"Greetings for the day, I checked my inbox and found your email stating the failure of my transaction. Please help me understand why 692322 has failed, need funds urgently! Patiently waiting for you reply. Thanks a lot.",692322,05-04-2020,Failed
Morgan@DESHAW.com,Shaniece@CitiBankSingapore.com,Received full payment for transaction no. 097731,I deeply appreciate your quick service as I have received the pre-approved loan amount of USD 617793,97731,13-09-2019,Complete
Morgan@HSBC.com,Rishabh@CitiBankNewYork.com,The pending amount for transaction 033253 will reach you soon,There has been only a partial payment of amount EUR 712177.Assuring you that the rest will be paid later. Warm Regards.,33253,31-01-2020,Pending
Zachary@JPMorgan.com,Patrick@CitiBankHongKong.com,Partially paid the required amount for transaction 957096,The transaction 957096 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,957096,09-12-2018,Pending
Angela@JPMorgan.com,Shai@CitiBankNewYork.com,Incomplete transaction 544657,The transaction 544657 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,544657,03-05-2019,Pending
Archie@JPMorgan.com,Shai@CitiBankPune.com,Fulfilled transaction having ID : 417288,Hello! Sincere greetings for the day. I would like to inform you that my transaction 417288 has completed. Thank you so much for your support. Looking forward to working more with you in the future. Regards,417288,24-03-2020,Complete
Mike@DEUTSCHEBANK.com,Anthony@CitiBankHongKong.com,Request to send details of transaction 393689,Urgently require details of acc 393689 reply asap,393689,03-04-2020,Request
Archie@BNYMellon.com,Suhail@CitiBankNewYork.com,Change address for account no. 872684,I need a new cheque book of 25 leaves. Kindly send the same to my current address which is present in the details of my account 872684,872684,14-07-2019,General
Jason@SBI.com,Neha@CitiBankSingapore.com,Transaction 350896 is complete,Greetings! I wanted to let you know that I have acknowledged the payment for transaction 350896 in response to your email which confirmed the finalized status of my transaction. Thanks and regards.,350896,29-01-2020,Complete
